combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
5,lb=2e-05_lc=1e-04_bs=16,S1,5,2,0.394,0.4516,0.8597,0.8409,0.8385,0.8417,0.8372,0.8415,False
5,lb=2e-05_lc=1e-04_bs=16,S1,5,3,0.245,0.5095,0.9205,0.8465,0.8433,0.8464,0.842,0.8462,False
5,lb=2e-05_lc=1e-04_bs=16,S1,5,4,0.1659,0.5862,0.9547,0.8569,0.8531,0.8574,0.8536,0.8573,False
6,lb=2e-05_lc=1e-04_bs=32,S1,1,1,0.744,0.4665,0.6667,0.8043,0.8103,0.8056,0.8033,0.8071,False
6,lb=2e-05_lc=1e-04_bs=32,S1,1,2,0.399,0.4045,0.8497,0.8373,0.8471,0.8468,0.8378,0.8392,True
6,lb=2e-05_lc=1e-04_bs=32,S1,1,3,0.234,0.4508,0.9201,0.8457,0.8422,0.8444,0.8431,0.8461,False
6,lb=2e-05_lc=1e-04_bs=32,S1,1,4,0.136,0.5572,0.9545,0.8344,0.8306,0.8321,0.831,0.8353,False
6,lb=2e-05_lc=1e-04_bs=32,S1,1,5,0.0666,0.7474,0.981,0.8532,0.8496,0.8507,0.85,0.8531,False
6,lb=2e-05_lc=1e-04_bs=32,S1,2,1,0.7272,0.4214,0.6833,0.8325,0.8294,0.832,0.8301,0.8334,False
6,lb=2e-05_lc=1e-04_bs=32,S1,2,2,0.3854,0.3964,0.8561,0.8532,0.8502,0.8509,0.8505,0.8534,True
6,lb=2e-05_lc=1e-04_bs=32,S1,2,3,0.237,0.4269,0.9194,0.8467,0.8431,0.8465,0.8441,0.8474,False
6,lb=2e-05_lc=1e-04_bs=32,S1,2,4,0.144,0.5383,0.9544,0.8598,0.8563,0.8602,0.8575,0.8605,False
6,lb=2e-05_lc=1e-04_bs=32,S1,2,5,0.0724,0.7202,0.9774,0.8561,0.8534,0.854,0.8535,0.8559,False
6,lb=2e-05_lc=1e-04_bs=32,S1,3,1,0.7367,0.4295,0.6682,0.8457,0.8422,0.8466,0.8432,0.8464,True
6,lb=2e-05_lc=1e-04_bs=32,S1,3,2,0.3922,0.454,0.8591,0.8485,0.8507,0.8399,0.8435,0.8472,False
6,lb=2e-05_lc=1e-04_bs=32,S1,3,3,0.2359,0.4604,0.9163,0.8523,0.8511,0.8556,0.851,0.8535,False
6,lb=2e-05_lc=1e-04_bs=32,S1,3,4,0.1358,0.6379,0.9563,0.8373,0.8376,0.8285,0.831,0.8352,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,1,0.7267,0.4135,0.6878,0.8475,0.8424,0.8427,0.8419,0.8472,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,2,0.3921,0.391,0.859,0.8446,0.8391,0.84,0.8392,0.8445,True
6,lb=2e-05_lc=1e-04_bs=32,S1,4,3,0.2268,0.4925,0.9191,0.8343,0.8387,0.8399,0.8333,0.8368,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,4,0.1348,0.6184,0.9549,0.8324,0.8287,0.8316,0.8277,0.8321,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,5,0.0765,0.7572,0.9763,0.8352,0.8304,0.8324,0.8311,0.836,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,1,0.7395,0.4349,0.6724,0.8315,0.8298,0.8335,0.8284,0.8323,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,2,0.3753,0.4149,0.8562,0.8427,0.8382,0.84,0.8389,0.8433,False
